ID;UrunAdi;Kategori;IlgiAlani;Marka;Fiyat;YasGrubu;PopulerlikPuan
7982;Hasbro Aksiyon Paketi;Oyuncak;Aksiyon;Hasbro;705.25;Yasli;49
7983;Bridgestone Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Bridgestone;11430.79;Cocuk;80
7984;Puma Klasik Gözlük;Moda;Klasik;Puma;4379.72;Yetiskin;21
7985;Sennheiser Studyo DJ Ekipmanı;Muzik;Studyo;Sennheiser;23147.92;Yetiskin;2
7986;Gigabyte Retro Seti;Oyun;Retro;Gigabyte;1393.46;Yasli;45
7987;Pebeo Kirtasiye Paketi;Hobi-Sanat;Kirtasiye;Pebeo;3504.70;Cocuk;75
7988;Columbia Fitness Eşofman Takımı;Spor;Fitness;Columbia;4568.95;Cocuk;79
7989;JBL Analog Amfi;Muzik;Analog;JBL;2052.20;Genc;46
7990;Decathlon Ekipman Eşofman Takımı;Spor;Ekipman;Decathlon;7921.24;Cocuk;34
7991;Derwent El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Derwent;1606.74;Genc;9
7992;Nintendo Retro Paketi;Oyun;Retro;Nintendo;300.10;Genc;24
7993;Meguiars Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Meguiars;6493.36;Yasli;93
7994;Pebeo Kirtasiye Seti;Hobi-Sanat;Kirtasiye;Pebeo;4690.26;Genc;54
7995;Wilson Fitness Eşofman Takımı;Spor;Fitness;Wilson;1956.67;Yetiskin;30
7996;Estee Lauder Makyaj Nemlendirici;Kozmetik;Makyaj;Estee Lauder;1066.17;Genc;85
7997;Fisher-Price Klasik Paketi;Oyuncak;Klasik;Fisher-Price;448.71;Genc;25
7998;Is Bankasi Yayinlari Tarih Romanı/Kitabı;Kitap;Tarih;Is Bankasi Yayinlari;347.77;Yasli;27
7999;Corsair E-Spor Paketi;Oyun;E-Spor;Corsair;887.17;Yetiskin;99
8000;Winsor Newton Resim Seti;Hobi-Sanat;Resim;Winsor Newton;971.87;Cocuk;69
8001;Fisher-Price Egitici Koleksiyonu;Oyuncak;Egitici;Fisher-Price;1994.21;Yasli;70
8002;Yamaha Studyo Enstrüman;Muzik;Studyo;Yamaha;22125.48;Yasli;80
8003;LEGO Egitici Seti;Oyuncak;Egitici;LEGO;2878.79;Yetiskin;12
8004;Melissa Doug Klasik Paketi;Oyuncak;Klasik;Melissa Doug;3528.82;Yasli;83
8005;Columbia Fitness Koşu Ayakkabısı;Spor;Fitness;Columbia;3127.93;Yasli;42
8006;Xiaomi Yazilim Akıllı Saat;Teknoloji;Yazilim;Xiaomi;26409.94;Yasli;52
8007;Pebeo El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Pebeo;1494.29;Yetiskin;88
8008;LOreal Bakim Ruj;Kozmetik;Bakim;LOreal;1602.99;Yetiskin;25
8009;Pebeo Resim Koleksiyonu;Hobi-Sanat;Resim;Pebeo;3464.35;Yasli;51
8010;SteelSeries Retro Seti;Oyun;Retro;SteelSeries;4687.73;Genc;45
8011;English Home Konfor Dekoratif Lamba;Ev-Yasam;Konfor;English Home;3844.57;Genc;35
8012;3M Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;3M;10522.78;Genc;66
8013;Bose Analog Pikap;Muzik;Analog;Bose;11367.02;Yasli;26
8014;Logitech E-Spor Paketi;Oyun;E-Spor;Logitech;944.88;Yetiskin;62
8015;Nintendo E-Spor Koleksiyonu;Oyun;E-Spor;Nintendo;2233.25;Genc;45
8016;Metis Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Metis;208.08;Yasli;3
8017;Sennheiser Analog Enstrüman;Muzik;Analog;Sennheiser;6397.64;Cocuk;13
8018;Fender Studyo Enstrüman;Muzik;Studyo;Fender;10641.84;Yasli;17
8019;Zowie Yayincilik Koleksiyonu;Oyun;Yayincilik;Zowie;3308.82;Yetiskin;50
8020;Xiaomi Ev Ofis Akıllı Telefon;Teknoloji;Ev Ofis;Xiaomi;3176.61;Yasli;55
8021;Burberry Sokak Stili Parfüm;Moda;Sokak Stili;Burberry;4270.73;Genc;98
8022;SteelSeries Yayincilik Seti;Oyun;Yayincilik;SteelSeries;2504.11;Cocuk;98
8023;Gibson Studyo Pikap;Muzik;Studyo;Gibson;11044.95;Genc;55
8024;Madame Coco Konfor Nevresim Takımı;Ev-Yasam;Konfor;Madame Coco;9054.97;Yasli;10
8025;Madame Coco Konfor Dekoratif Lamba;Ev-Yasam;Konfor;Madame Coco;5880.97;Cocuk;36
8026;LOreal Bakim Göz Kalemi;Kozmetik;Bakim;LOreal;1159.24;Genc;45
8027;Under Armour Fitness Koşu Ayakkabısı;Spor;Fitness;Under Armour;6433.67;Cocuk;59
8028;Ikea Mutfak Nevresim Takımı;Ev-Yasam;Mutfak;Ikea;4180.12;Yasli;38
8029;Liquitex Kirtasiye Paketi;Hobi-Sanat;Kirtasiye;Liquitex;941.80;Yasli;99
8030;Levi's Aksesuar Saat;Moda;Aksesuar;Levi's;5430.40;Yasli;95
8031;Nike Sokak Stili Saat;Moda;Sokak Stili;Nike;2529.81;Yetiskin;66
8032;Alfa Yayinlari Tarih Romanı/Kitabı;Kitap;Tarih;Alfa Yayinlari;132.49;Yasli;44
8033;Pasabahce Mutfak Kahve Makinesi;Ev-Yasam;Mutfak;Pasabahce;5922.54;Yetiskin;95
8034;Nike Aksesuar Ceket;Moda;Aksesuar;Nike;5872.64;Yetiskin;29
8035;Continental Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Continental;6705.78;Cocuk;4
8036;Xiaomi Mobil Yasam Tablet;Teknoloji;Mobil Yasam;Xiaomi;13366.97;Yasli;89
8037;Hot Wheels Klasik Koleksiyonu;Oyuncak;Klasik;Hot Wheels;2537.50;Yasli;41
8038;Burberry Aksesuar Saat;Moda;Aksesuar;Burberry;4545.55;Yasli;89
8039;LG Mobil Yasam Kulaklık;Teknoloji;Mobil Yasam;LG;10153.33;Yetiskin;92
8040;Marshall Analog Enstrüman;Muzik;Analog;Marshall;19406.47;Yetiskin;79
8041;Madame Coco Dekorasyon Kahve Makinesi;Ev-Yasam;Dekorasyon;Madame Coco;2310.48;Yasli;63
8042;Sennheiser Analog Enstrüman;Muzik;Analog;Sennheiser;2149.87;Yasli;15
8043;Alfa Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Alfa Yayinlari;437.17;Yasli;79
8044;SteelSeries E-Spor Paketi;Oyun;E-Spor;SteelSeries;3758.08;Genc;30
8045;Xiaomi Mobil Yasam Kulaklık;Teknoloji;Mobil Yasam;Xiaomi;34183.20;Yasli;34
8046;Spin Master Klasik Paketi;Oyuncak;Klasik;Spin Master;1039.87;Yetiskin;95
8047;Sephora Parfum Cilt Serumu;Kozmetik;Parfum;Sephora;1588.22;Yasli;24
8048;Burberry Sokak Stili Saat;Moda;Sokak Stili;Burberry;4177.17;Cocuk;64
8049;Huawei Ev Ofis Akıllı Saat;Teknoloji;Ev Ofis;Huawei;13846.55;Yasli;88
8050;JBL Sahne Pikap;Muzik;Sahne;JBL;17225.52;Genc;23
8051;Estee Lauder Makyaj Nemlendirici;Kozmetik;Makyaj;Estee Lauder;856.06;Yasli;76
8052;Spalding Outdoor Antrenman Ekipmanı;Spor;Outdoor;Spalding;7942.78;Yetiskin;43
8053;Daler Rowney El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Daler Rowney;676.39;Yasli;87
8054;HyperX E-Spor Seti;Oyun;E-Spor;HyperX;1690.17;Cocuk;45
8055;Prismacolor El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Prismacolor;1141.49;Yetiskin;43
8056;Fender Sahne DJ Ekipmanı;Muzik;Sahne;Fender;12424.95;Yetiskin;6
8057;LG Yazilim Bilgisayar;Teknoloji;Yazilim;LG;7217.55;Genc;60
8058;LOreal Parfum Göz Kalemi;Kozmetik;Parfum;LOreal;1708.86;Genc;46
8059;Gigabyte Retro Koleksiyonu;Oyun;Retro;Gigabyte;4649.80;Yetiskin;87
8060;Razer Yayincilik Seti;Oyun;Yayincilik;Razer;4858.00;Genc;6
8061;Continental Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Continental;1986.00;Yasli;74
8062;Audio-Technica Studyo Enstrüman;Muzik;Studyo;Audio-Technica;6098.43;Cocuk;28
8063;Chanel Bakim Göz Kalemi;Kozmetik;Bakim;Chanel;1204.41;Yasli;98
8064;MGA Entertainment Egitici Seti;Oyuncak;Egitici;MGA Entertainment;4506.39;Yasli;76
8065;Pioneer Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Pioneer;10838.17;Genc;34
8066;Derwent El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Derwent;4923.89;Yetiskin;7
8067;Pebeo El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Pebeo;3068.20;Genc;22
8068;Clinique Bakim Göz Kalemi;Kozmetik;Bakim;Clinique;1115.83;Cocuk;5
8069;Burberry Sokak Stili Saat;Moda;Sokak Stili;Burberry;2561.53;Yasli;19
8070;Sparco Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Sparco;9111.34;Cocuk;9
8071;Chanel Bakim Göz Kalemi;Kozmetik;Bakim;Chanel;548.51;Yasli;54
8072;Reeves El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Reeves;444.57;Cocuk;14
8073;Logitech Retro Seti;Oyun;Retro;Logitech;1326.85;Yasli;39
8074;Meguiars Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Meguiars;9864.38;Yetiskin;36
8075;Gucci Aksesuar Parfüm;Moda;Aksesuar;Gucci;2177.75;Genc;62
8076;Tefal Mutfak Robot Süpürge;Ev-Yasam;Mutfak;Tefal;4187.16;Cocuk;50
8077;Dell Ev Ofis Akıllı Saat;Teknoloji;Ev Ofis;Dell;6293.93;Yetiskin;54
8078;Samsung Yazilim Akıllı Telefon;Teknoloji;Yazilim;Samsung;44903.78;Genc;79
8079;Castelli Ekipman Spor Çantası;Spor;Ekipman;Castelli;6214.51;Genc;73
8080;Spalding Outdoor Eşofman Takımı;Spor;Outdoor;Spalding;3982.33;Genc;27
8081;Lacoste Sokak Stili Çanta;Moda;Sokak Stili;Lacoste;872.56;Yasli;6
8082;Zowie Yayincilik Koleksiyonu;Oyun;Yayincilik;Zowie;3810.60;Yasli;73
8083;Bosch Konfor Robot Süpürge;Ev-Yasam;Konfor;Bosch;401.45;Cocuk;7
8084;Castelli Ekipman Spor Çantası;Spor;Ekipman;Castelli;7123.44;Yasli;87
8085;Audio-Technica Studyo Pikap;Muzik;Studyo;Audio-Technica;19634.72;Cocuk;59
8086;Nivea Makyaj Göz Kalemi;Kozmetik;Makyaj;Nivea;198.00;Genc;89
8087;Pasabahce Dekorasyon Nevresim Takımı;Ev-Yasam;Dekorasyon;Pasabahce;4027.28;Yasli;40
8088;VTech Egitici Koleksiyonu;Oyuncak;Egitici;VTech;2373.38;Cocuk;88
8089;Philips Dekorasyon Dekoratif Lamba;Ev-Yasam;Dekorasyon;Philips;4832.56;Genc;69
8090;Zowie E-Spor Koleksiyonu;Oyun;E-Spor;Zowie;3551.91;Cocuk;15
8091;Mizuno Outdoor Eşofman Takımı;Spor;Outdoor;Mizuno;6380.73;Yetiskin;8
8092;Apple Ev Ofis Akıllı Telefon;Teknoloji;Ev Ofis;Apple;27416.85;Yetiskin;44
8093;Maybelline Bakim Nemlendirici;Kozmetik;Bakim;Maybelline;470.58;Genc;36
8094;Salomon Outdoor Spor Çantası;Spor;Outdoor;Salomon;3402.22;Yasli;15
8095;Playmobil Klasik Seti;Oyuncak;Klasik;Playmobil;3581.70;Yetiskin;59
8096;Pegasus Tarih Romanı/Kitabı;Kitap;Tarih;Pegasus;206.07;Cocuk;86
8097;Karaca Dekorasyon Robot Süpürge;Ev-Yasam;Dekorasyon;Karaca;9054.64;Yasli;8
8098;Pioneer Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Pioneer;12823.96;Yetiskin;13
8099;Playmobil Aksiyon Koleksiyonu;Oyuncak;Aksiyon;Playmobil;290.78;Yasli;65
8100;Ikea Konfor Dekoratif Lamba;Ev-Yasam;Konfor;Ikea;3604.46;Yasli;77
8101;Meguiars Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Meguiars;9186.87;Yasli;14
8102;Razer Yayincilik Koleksiyonu;Oyun;Yayincilik;Razer;2930.30;Yasli;12
8103;Adidas Aksesuar Çanta;Moda;Aksesuar;Adidas;871.01;Genc;13
8104;Apple Yazilim Akıllı Telefon;Teknoloji;Yazilim;Apple;8253.64;Cocuk;66
8105;Beko Mutfak Kahve Makinesi;Ev-Yasam;Mutfak;Beko;1881.72;Yetiskin;71
8106;Adidas Aksesuar Saat;Moda;Aksesuar;Adidas;778.87;Yetiskin;92
8107;Nintendo Retro Seti;Oyun;Retro;Nintendo;3507.17;Genc;22
8108;Bose Analog Pikap;Muzik;Analog;Bose;24797.75;Yetiskin;37
8109;MAC Makyaj Ruj;Kozmetik;Makyaj;MAC;1288.49;Yetiskin;90
8110;Alfa Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Alfa Yayinlari;98.40;Cocuk;100
8111;Bose Studyo Enstrüman;Muzik;Studyo;Bose;3001.82;Yetiskin;17
8112;MSI E-Spor Seti;Oyun;E-Spor;MSI;778.21;Yetiskin;26
8113;Mizuno Outdoor Spor Çantası;Spor;Outdoor;Mizuno;7892.91;Yasli;31
8114;Huawei Yazilim Bilgisayar;Teknoloji;Yazilim;Huawei;16186.66;Cocuk;19
8115;Metis Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Metis;441.05;Genc;94
8116;Hot Wheels Egitici Paketi;Oyuncak;Egitici;Hot Wheels;2795.13;Genc;18
8117;Dior Makyaj Ruj;Kozmetik;Makyaj;Dior;745.48;Yetiskin;9
8118;Logitech Yayincilik Paketi;Oyun;Yayincilik;Logitech;4986.66;Yasli;95
8119;Fisher-Price Aksiyon Paketi;Oyuncak;Aksiyon;Fisher-Price;4709.47;Yasli;86
8120;Burberry Sokak Stili Parfüm;Moda;Sokak Stili;Burberry;5495.88;Cocuk;80
8121;Continental Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Continental;3481.47;Yetiskin;56
8122;Yapi Kredi Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Yapi Kredi;461.67;Yetiskin;11
8123;Gibson Studyo Amfi;Muzik;Studyo;Gibson;20508.63;Cocuk;53
8124;Mattel Egitici Paketi;Oyuncak;Egitici;Mattel;3301.76;Cocuk;27
8125;MAC Parfum Göz Kalemi;Kozmetik;Parfum;MAC;642.50;Cocuk;11
8126;Dogan Kitap Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Dogan Kitap;253.84;Yetiskin;9
8127;Adidas Sokak Stili Ceket;Moda;Sokak Stili;Adidas;5411.94;Genc;56
8128;Arzum Mutfak Nevresim Takımı;Ev-Yasam;Mutfak;Arzum;2366.38;Yetiskin;17
8129;Bose Sahne Pikap;Muzik;Sahne;Bose;16251.76;Genc;97
8130;Roland Analog DJ Ekipmanı;Muzik;Analog;Roland;5012.14;Yasli;62
8131;Goodyear Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Goodyear;12414.30;Yasli;55
8132;Under Armour Outdoor Antrenman Ekipmanı;Spor;Outdoor;Under Armour;1857.02;Cocuk;9
8133;3M Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;3M;4244.20;Yetiskin;98
8134;Bose Analog DJ Ekipmanı;Muzik;Analog;Bose;21068.26;Yasli;32
8135;Winsor Newton Resim Koleksiyonu;Hobi-Sanat;Resim;Winsor Newton;4892.49;Genc;12
8136;Madame Coco Konfor Nevresim Takımı;Ev-Yasam;Konfor;Madame Coco;11332.84;Yetiskin;34
8137;Derwent El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Derwent;2569.56;Cocuk;99
8138;Adidas Sokak Stili Ceket;Moda;Sokak Stili;Adidas;4619.92;Yasli;33
8139;Puma Klasik Ceket;Moda;Klasik;Puma;5586.73;Yetiskin;94
8140;Bose Analog DJ Ekipmanı;Muzik;Analog;Bose;1205.08;Cocuk;100
8141;Metis Tarih Romanı/Kitabı;Kitap;Tarih;Metis;246.81;Genc;48
8142;Under Armour Outdoor Antrenman Ekipmanı;Spor;Outdoor;Under Armour;7250.11;Yetiskin;48
8143;Reebok Fitness Spor Çantası;Spor;Fitness;Reebok;4453.88;Yasli;82
8144;Yapi Kredi Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Yapi Kredi;286.36;Yetiskin;15
8145;Zara Klasik Parfüm;Moda;Klasik;Zara;1207.59;Cocuk;62
8146;Nvidia Yayincilik Seti;Oyun;Yayincilik;Nvidia;660.31;Yetiskin;19
8147;Michelin Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Michelin;10337.27;Cocuk;94
8148;Can Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Can Yayinlari;116.74;Cocuk;72
8149;Roland Sahne Amfi;Muzik;Sahne;Roland;10421.29;Cocuk;76
8150;Meguiars Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Meguiars;9362.44;Genc;65
8151;Winsor Newton Kirtasiye Koleksiyonu;Hobi-Sanat;Kirtasiye;Winsor Newton;2905.89;Cocuk;45
8152;LOreal Bakim Cilt Serumu;Kozmetik;Bakim;LOreal;1530.10;Genc;74
8153;Estee Lauder Bakim Nemlendirici;Kozmetik;Bakim;Estee Lauder;1058.04;Genc;39
8154;Bose Studyo Enstrüman;Muzik;Studyo;Bose;4197.82;Yetiskin;91
8155;Playmobil Aksiyon Paketi;Oyuncak;Aksiyon;Playmobil;2504.52;Yetiskin;10
8156;Bosch Dekorasyon Kahve Makinesi;Ev-Yasam;Dekorasyon;Bosch;10625.12;Cocuk;86
8157;Ikea Dekorasyon Robot Süpürge;Ev-Yasam;Dekorasyon;Ikea;10086.93;Yetiskin;4
8158;Maybelline Bakim Nemlendirici;Kozmetik;Bakim;Maybelline;466.85;Cocuk;18
8159;Arzum Konfor Kahve Makinesi;Ev-Yasam;Konfor;Arzum;11746.47;Yetiskin;91
8160;Pioneer Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Pioneer;6929.20;Yasli;7
8161;MAC Parfum Cilt Serumu;Kozmetik;Parfum;MAC;542.20;Genc;37
8162;Castrol Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Castrol;7678.23;Cocuk;13
8163;HyperX E-Spor Paketi;Oyun;E-Spor;HyperX;3795.73;Yetiskin;11
8164;Marshall Analog Enstrüman;Muzik;Analog;Marshall;20875.27;Cocuk;25
8165;Castelli Ekipman Koşu Ayakkabısı;Spor;Ekipman;Castelli;1092.36;Genc;78
8166;Goodyear Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Goodyear;9429.15;Yetiskin;29
8167;Pasabahce Konfor Kahve Makinesi;Ev-Yasam;Konfor;Pasabahce;11562.24;Genc;94
8168;Sony Mobil Yasam Kulaklık;Teknoloji;Mobil Yasam;Sony;7495.61;Genc;43
8169;Bridgestone Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Bridgestone;11458.23;Yetiskin;57
8170;Columbia Fitness Koşu Ayakkabısı;Spor;Fitness;Columbia;4440.66;Yetiskin;24
8171;H&M Sokak Stili Saat;Moda;Sokak Stili;H&M;4632.62;Cocuk;59
8172;Goodyear Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Goodyear;14625.76;Yasli;77
8173;Razer Retro Paketi;Oyun;Retro;Razer;3686.16;Yetiskin;49
8174;Estee Lauder Parfum Nemlendirici;Kozmetik;Parfum;Estee Lauder;1306.25;Cocuk;63
8175;Estee Lauder Bakim Ruj;Kozmetik;Bakim;Estee Lauder;1618.37;Yasli;26
8176;Apple Mobil Yasam Kulaklık;Teknoloji;Mobil Yasam;Apple;18742.68;Cocuk;50
8177;Puma Klasik Saat;Moda;Klasik;Puma;4826.54;Yasli;47
8178;North Face Ekipman Antrenman Ekipmanı;Spor;Ekipman;North Face;656.26;Genc;20
8179;Sparco Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Sparco;1686.71;Yasli;3
8180;Estee Lauder Parfum Ruj;Kozmetik;Parfum;Estee Lauder;1011.84;Genc;39
8181;Clinique Makyaj Göz Kalemi;Kozmetik;Makyaj;Clinique;1566.44;Cocuk;53
8182;Alfa Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Alfa Yayinlari;216.38;Yetiskin;57
8183;Sephora Makyaj Nemlendirici;Kozmetik;Makyaj;Sephora;1690.45;Yasli;51
8184;Gibson Analog Enstrüman;Muzik;Analog;Gibson;4754.02;Yasli;48
8185;MSI Retro Seti;Oyun;Retro;MSI;3432.18;Yasli;66
8186;Castrol Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Castrol;14819.58;Yetiskin;58
8187;HP Ev Ofis Tablet;Teknoloji;Ev Ofis;HP;29619.00;Yasli;65
8188;Bosch Mutfak Kahve Makinesi;Ev-Yasam;Mutfak;Bosch;9426.38;Cocuk;19
8189;Maybelline Bakim Nemlendirici;Kozmetik;Bakim;Maybelline;1241.67;Genc;89
8190;Moleskine El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Moleskine;2862.86;Yasli;22
8191;Pebeo El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Pebeo;2204.51;Yetiskin;38
8192;Goodyear Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Goodyear;2316.99;Cocuk;75
8193;Bosch Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Bosch;12322.74;Cocuk;82
8194;Casio Sahne Pikap;Muzik;Sahne;Casio;10165.73;Cocuk;74
8195;Zara Aksesuar Çanta;Moda;Aksesuar;Zara;4720.00;Genc;44
8196;Karaca Mutfak Robot Süpürge;Ev-Yasam;Mutfak;Karaca;10186.31;Genc;33
8197;Playmobil Aksiyon Seti;Oyuncak;Aksiyon;Playmobil;2862.90;Yetiskin;72
8198;Winsor Newton Kirtasiye Seti;Hobi-Sanat;Kirtasiye;Winsor Newton;4873.67;Yetiskin;64
8199;Continental Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Continental;11364.17;Genc;2
8200;Spin Master Aksiyon Paketi;Oyuncak;Aksiyon;Spin Master;1970.21;Genc;85
8201;Dior Makyaj Göz Kalemi;Kozmetik;Makyaj;Dior;1941.46;Yetiskin;19
8202;Sony Mobil Yasam Tablet;Teknoloji;Mobil Yasam;Sony;20806.65;Yasli;34
8203;Huawei Ev Ofis Tablet;Teknoloji;Ev Ofis;Huawei;10358.49;Cocuk;76
8204;Puma Aksesuar Parfüm;Moda;Aksesuar;Puma;3471.11;Yasli;55
8205;Sony Ev Ofis Bilgisayar;Teknoloji;Ev Ofis;Sony;28712.12;Yetiskin;73
8206;Winsor Newton Kirtasiye Seti;Hobi-Sanat;Kirtasiye;Winsor Newton;2360.35;Cocuk;61
8207;Daler Rowney El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Daler Rowney;977.46;Yetiskin;23
8208;LG Yazilim Bilgisayar;Teknoloji;Yazilim;LG;36559.60;Yasli;72
8209;Castelli Fitness Eşofman Takımı;Spor;Fitness;Castelli;2191.78;Yasli;36
8210;Zowie Yayincilik Paketi;Oyun;Yayincilik;Zowie;1899.96;Cocuk;49
8211;Yapi Kredi Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Yapi Kredi;281.06;Yetiskin;19
8212;Bosch Konfor Kahve Makinesi;Ev-Yasam;Konfor;Bosch;1081.85;Genc;60
8213;Melissa Doug Aksiyon Paketi;Oyuncak;Aksiyon;Melissa Doug;4574.79;Cocuk;6
8214;Faber-Castell El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Faber-Castell;4702.45;Genc;89
8215;Melissa Doug Aksiyon Koleksiyonu;Oyuncak;Aksiyon;Melissa Doug;3264.83;Cocuk;82
8216;Fisher-Price Klasik Koleksiyonu;Oyuncak;Klasik;Fisher-Price;1015.85;Yetiskin;28
8217;Burberry Klasik Ceket;Moda;Klasik;Burberry;576.75;Yasli;5
8218;Clinique Parfum Ruj;Kozmetik;Parfum;Clinique;1030.59;Yasli;32
8219;3M Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;3M;1400.26;Cocuk;59
8220;Faber-Castell Resim Paketi;Hobi-Sanat;Resim;Faber-Castell;2308.90;Yasli;86
8221;Mattel Klasik Paketi;Oyuncak;Klasik;Mattel;3317.39;Cocuk;86
8222;Yapi Kredi Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Yapi Kredi;210.85;Yasli;99
8223;Wilson Ekipman Antrenman Ekipmanı;Spor;Ekipman;Wilson;5926.55;Yasli;51
8224;Reebok Fitness Spor Çantası;Spor;Fitness;Reebok;4078.09;Yasli;59
8225;Adidas Sokak Stili Çanta;Moda;Sokak Stili;Adidas;5912.31;Yetiskin;65
8226;Roland Studyo Pikap;Muzik;Studyo;Roland;16183.96;Cocuk;63
8227;Madame Coco Dekorasyon Kahve Makinesi;Ev-Yasam;Dekorasyon;Madame Coco;596.22;Yetiskin;90
8228;Daler Rowney Resim Seti;Hobi-Sanat;Resim;Daler Rowney;1595.48;Yasli;68
8229;Bose Analog Amfi;Muzik;Analog;Bose;17194.25;Cocuk;24
8230;Goodyear Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Goodyear;13898.58;Yasli;17
8231;Prada Aksesuar Çanta;Moda;Aksesuar;Prada;5557.40;Yasli;42
8232;Chanel Bakim Nemlendirici;Kozmetik;Bakim;Chanel;1491.15;Yetiskin;12
8233;Logitech E-Spor Koleksiyonu;Oyun;E-Spor;Logitech;3637.53;Cocuk;28
8234;VTech Klasik Seti;Oyuncak;Klasik;VTech;2957.64;Yasli;52
8235;Gigabyte Retro Koleksiyonu;Oyun;Retro;Gigabyte;3176.05;Cocuk;92
8236;HyperX E-Spor Seti;Oyun;E-Spor;HyperX;1125.76;Genc;61
8237;MGA Entertainment Klasik Koleksiyonu;Oyuncak;Klasik;MGA Entertainment;461.70;Yetiskin;41
8238;Yapi Kredi Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Yapi Kredi;305.03;Genc;54
8239;Marshall Studyo Pikap;Muzik;Studyo;Marshall;19141.43;Genc;7
8240;Pioneer Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Pioneer;7894.49;Cocuk;57
8241;JBL Sahne DJ Ekipmanı;Muzik;Sahne;JBL;19897.59;Yetiskin;81
8242;Alfa Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Alfa Yayinlari;221.70;Yasli;100
8243;Logitech E-Spor Paketi;Oyun;E-Spor;Logitech;3811.18;Yasli;11
8244;Iletisim Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Iletisim;83.48;Yasli;44
8245;Adidas Sokak Stili Saat;Moda;Sokak Stili;Adidas;2481.83;Yasli;98
8246;MGA Entertainment Klasik Paketi;Oyuncak;Klasik;MGA Entertainment;4760.57;Genc;52
8247;Yapi Kredi Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Yapi Kredi;96.76;Genc;28
8248;Continental Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Continental;10740.07;Genc;60
8249;Mattel Klasik Paketi;Oyuncak;Klasik;Mattel;3369.04;Yasli;40
8250;Ikea Dekorasyon Robot Süpürge;Ev-Yasam;Dekorasyon;Ikea;2784.57;Cocuk;17
